price	name	product_name	strength	pack_size	form	scientificName	scientific_category	consumer_category	company	route	description	imageUrl
216.0	رايبياكس 6/50 مجم 30 كبسولات	رايبياكس	6/50 مجم	30	كبسولات	فلوكسيتين + أولانزابين	مضادات الذهان النفسية	الصحة النفسية	مارسيرل > راميدا	فموي صلب	يعالج الحالات النفسية مثل الفصام والاضطراب ثنائي القطب عن طريق موازنة كيمياء المخ. يُصرف بوصفة طبية.	https://demov2.egypt.dawatech.com/web/image/product.template/6706/image_1920
891.0	ريجيلا 6 مجم 28 كبسولات	ريجيلا	6 مجم	28	كبسولات	كاريبرازين	مضادات الذهان النفسية	الصحة النفسية	جيديون ريتشتير > هيكما فارما	فموي صلب	يعالج الحالات النفسية مثل الفصام والاضطراب ثنائي القطب عن طريق موازنة كيمياء المخ. يُصرف بوصفة طبية.	https://demov2.egypt.dawatech.com/web/image/product.template/883/image_1920
88.0	ريكوكسيبريغت 120 مجم 7 أقراص	ريكوكسيبريغت	120 مجم	7	أقراص	إيتوريكوكسيب	مثبط انتقائي COX-2	المسكنات	راميدا	فموي صلب	مسكن مضاد للالتهاب لآلام المفاصل والخشونة، ألطف على المعدة.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/recoxibright-120-mg-7-tablets-801475.jpg?v=1687731538
19.0	ريكتيفارد 20 مجم 2 أقراص	ريكتيفارد	20 مجم	2	أقراص	فاردينافيل	منشط جنسي	صحة الرجل	مارسيرل فارماسيوتيكال إندستريز (مبي)	فموي صلب	يدعم الأداء الجنسي لدى الرجال ويعالج ضعف الانتصاب.	https://demov2.egypt.dawatech.com/web/image/product.template/18127/image_1920
22.0	ريجكور 10 مجم 10 أقراص	ريجكور	10 مجم	10	أقراص	أملوديبين	حاصر قنوات الكالسيوم	القلب والضغط	إييبيكو	فموي صلب	يرخي الأوعية الدموية لخفض ضغط الدم وتخفيف ألم الصدر (الذبحة الصدرية).	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/regcor-10-mg-10-tablets-610772.jpg?v=1717153753
20.0	ريجكور 5 مجم 10 أقراص	ريجكور	5 مجم	10	أقراص	أملوديبين	حاصر قنوات الكالسيوم	القلب والضغط	إييبيكو	فموي صلب	يرخي الأوعية الدموية لخفض ضغط الدم وتخفيف ألم الصدر (الذبحة الصدرية).	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/regcor-5-mg-10-tablets-875468.jpg?v=1731672430
69.0	ريلاكسون 30 كبسولات	ريلاكسون		30	كبسولات	كلورزوكسازون + باراسيتامول (أسيتامينوفين)	باسط للعضلات	المخ والأعصاب	جامجوم فارماسيوتيكالز	فموي صلب	يرخي العضلات المشدودة والمؤلمة ويخفف التشنج.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/relaxon-30-capsules-206637.jpg?v=1723908753
370.0	رينيكلاير بخاخ أنف 15 مل	رينيكلاير		15 مل	بخاخ أنف	جليسيرول + هبمس + إيوكاليبتوس أويل + روسيماري + ثيم + مينثول	مزيل لاحتقان الأنف	البرد والسعال	فيتروبيو > باكسال	بخاخ	يفتح الأنف المسدود والمحتقن الناتج عن البرد أو الحساسية.	https://demov2.egypt.dawatech.com/web/image/product.template/3195/image_1920
63.0	ريباجلينيد 1 مجم 30 أقراص	ريباجلينيد	1 مجم	30	أقراص	ريباجلينيد	مضاد سكري - جلينيدات	السكري	إييبيكو	فموي صلب	يخفض سكر الدم بسرعة حول أوقات الوجبات عبر تحفيز إفراز الأنسولين.	https://demov2.egypt.dawatech.com/web/image/product.template/16709/image_1920
58.0	ريباريل ن جل 40 جم	ريباريل ن		40 جم	جل	أيسسين + دييثيلامين ساليسيلات	مضاد للروماتيزم - ساليسيلات	المسكنات	سيد > ميدا أب	موضعي	يخفف ألم والتهاب الحالات الروماتيزمية والمفاصل.	https://demov2.egypt.dawatech.com/web/image/product.template/13176/image_1920
696.0	ريسولور 2 مجم 28 أقراص	ريسولور	2 مجم	28	أقراص	بروكالوبريد	ملين	المعدة والهضم	جانسين سيلاج > سوفيكوفارم	فموي صلب	يعالج الإمساك ويساعد على تسهيل حركة الأمعاء.	https://demov2.egypt.dawatech.com/web/image/product.template/1576/image_1920
206.0	ريسبينزو 600 مجم 10 أقراص	ريسبينزو	600 مجم	10	أقراص	لينزوليد	مضاد حيوي - أوكسازوليدينون	المضادات الحيوية	سيجما > هوتشستير فارماسيوتيكال إندستريز	فموي صلب	مضاد حيوي قوي مخصص للعدوى البكتيرية المقاومة.	https://demov2.egypt.dawatech.com/web/image/product.template/5262/image_1920
63.0	ريستولام 1 مجم 30 أقراص	ريستولام	1 مجم	30	أقراص	ألبرازولام	مضادات القلق والمنومات	الصحة النفسية	جلوبال نابي فارماسيوتيكالز	فموي صلب	يخفف القلق ويساعد على النوم. يُستخدم لفترة قصيرة تحت إشراف طبي. يُصرف بوصفة طبية.	https://demov2.egypt.dawatech.com/web/image/product.template/15919/image_1920
37.0	ريسكور 1 مجم 20 أقراص	ريسكور	1 مجم	20	أقراص	ريسبيريدون	مضادات الذهان النفسية	الصحة النفسية	جلوبال نابي فارماسيوتيكالز	فموي صلب	يعالج الحالات النفسية مثل الفصام والاضطراب ثنائي القطب عن طريق موازنة كيمياء المخ. يُصرف بوصفة طبية.	https://demov2.egypt.dawatech.com/web/image/product.template/17042/image_1920
80.0	ريسدال 4 مجم 20 أقراص	ريسدال	4 مجم	20	أقراص	ريسبيريدون	مضادات الذهان النفسية	الصحة النفسية	إييبيكو	فموي صلب	يعالج الحالات النفسية مثل الفصام والاضطراب ثنائي القطب عن طريق موازنة كيمياء المخ. يُصرف بوصفة طبية.	https://demov2.egypt.dawatech.com/web/image/product.template/10994/image_1920
254.0	ريفاروسبير 10 مجم 20 أقراص	ريفاروسبير	10 مجم	20	أقراص	ريفاروكسابان	مضاد تخثر - مثبط العامل Xa	القلب والضغط	سيديكو > إينسبير فارماسيوتيكال كومباني	فموي صلب	مميّع للدم يمنع الجلطات والسكتات في الأوردة والرئتين.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/rivarospire-10-mg-20-tablets-452883.jpg?v=1687731544
99.0	ريفاروسبير 2.5 مجم 30 أقراص	ريفاروسبير	2.5 مجم	30	أقراص	ريفاروكسابان	مضاد تخثر - مثبط العامل Xa	القلب والضغط	سيديكو > إينسبير فارماسيوتيكال كومباني	فموي صلب	مميّع للدم يمنع الجلطات والسكتات في الأوردة والرئتين.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/rivarospire-25-mg-30-tablets-570663.jpg?v=1716285714
364.0	ريفاروسبير 20 مجم 28 أقراص	ريفاروسبير	20 مجم	28	أقراص	ريفاروكسابان	مضاد تخثر - مثبط العامل Xa	القلب والضغط	سيديكو > إينسبير فارماسيوتيكال كومباني	فموي صلب	مميّع للدم يمنع الجلطات والسكتات في الأوردة والرئتين.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/rivarospire-20-mg-28-tablets-664527.jpg?v=1691501739
21.0	ريفو تشيو 75 مجم 30 أقراص	ريفو تشيو	75 مجم	30	أقراص	حمض أسيتيل ساليسيليك	مضاد التهاب - ساليسيلات	المسكنات	أراب دراج كومباني (أدكو)	فموي صلب	يخفف الألم والالتهاب، وتُستخدم الجرعات المنخفضة أيضًا لحماية القلب.	https://demov2.egypt.dawatech.com/web/image/product.template/18350/image_1920
533.0	روككوتان 20 مجم 30 كبسولات	روككوتان	20 مجم	30	كبسولات	إيسوتريتينوين	علاج حب الشباب	العناية بالبشرة	فهوفمان لا روتش	فموي صلب	يعالج حب الشباب عن طريق فتح المسام المسدودة وتقليل الدهون وتهدئة البثور والرؤوس السوداء.	https://demov2.egypt.dawatech.com/web/image/product.template/2238/image_1920
118.0	روسوفاست 20 مجم 14 أقراص	روسوفاست	20 مجم	14	أقراص	روزوفاستاتين	ستاتين خافض للكوليسترول	الكوليسترول	تشيميفارم	فموي صلب	يخفض الكوليسترول الضار لتقليل خطر الأزمات القلبية والسكتات الدماغية.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/rosuvast-20-mg-14-tablets-535857.jpg?v=1707747859
70.0	روتاهيليكس شراب 120 مل	روتاهيليكس		120 مل	شراب	إيفي ليفيس	أدوية السعال	البرد والسعال	جراند فارما > إيجيفارما	فموي سائل	يخفف السعال ويساعد على تنظيف الصدر.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/rotahelex-syrup-120-ml-173400.jpg?v=1725270474
93.0	روواتشول 45 كبسولات	روواتشول		45	كبسولات	ألفا بينين + بيتا بينين + بورنيول + كامفين + سينيول + مينثول + مينثون	منشط للعصارة الصفراوية	الكبد والمرارة	روواواجنير كجو جيرماني > أماون	فموي صلب	يحفّز تدفق العصارة الصفراوية لدعم هضم الدهون ووظائف الكبد.	https://demov2.egypt.dawatech.com/web/image/product.template/11730/image_1920
76.0	روكسوجيسيس 60 مجم 20 أقراص	روكسوجيسيس	60 مجم	20	أقراص	لوكسوبروفين	مضاد التهاب - مشتق حمض البروبيونيك	المسكنات	إيجبي > تاج فارما	فموي صلب	مسكن مضاد للالتهاب للصداع وآلام العضلات والمفاصل والحرارة.	https://demov2.egypt.dawatech.com/web/image/product.template/13657/image_1920
32.0	روتاس 60 مجم 20 أقراص	روتاس	60 مجم	20	أقراص	روتين + فيتامين س	مقوٍّ للأوردة	البواسير والدوالي	كاهيرا	فموي صلب	يقوّي الأوردة ويحسّن الدورة الدموية لتخفيف ثقل وتورم الساقين.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/ruta-c-60-20-tablets-167485.jpg?v=1723908809
1575.0	ريبيلسوس 14 مجم 10 أقراص	ريبيلسوس	14 مجم	10	أقراص	سيماجلوتيد	منشط مستقبل GLP-1	السكري	نوفو نورديسك > نوفو نورديسك سسيينتيفيس أوفيس	فموي صلب	يخفض سكر الدم ويساعد على ضبط الوزن في السكري من النوع الثاني عبر تحفيز استجابة الأنسولين الطبيعية.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/rybelsus-14-mg-10-tablets-530696.jpg?v=1687731592
1575.0	ريبيلسوس 3 مجم 10 أقراص	ريبيلسوس	3 مجم	10	أقراص	سيماجلوتيد	منشط مستقبل GLP-1	السكري	نوفو نورديسك > نوفو نورديسك سسيينتيفيس أوفيس	فموي صلب	يخفض سكر الدم ويساعد على ضبط الوزن في السكري من النوع الثاني عبر تحفيز استجابة الأنسولين الطبيعية.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/rybelsus-3-mg-10-tablets-763023.jpg?v=1699588553
1575.0	ريبيلسوس 7 مجم 10 أقراص	ريبيلسوس	7 مجم	10	أقراص	سيماجلوتيد	منشط مستقبل GLP-1	السكري	نوفو نورديسك > نوفو نورديسك سسيينتيفيس أوفيس	فموي صلب	يخفض سكر الدم ويساعد على ضبط الوزن في السكري من النوع الثاني عبر تحفيز استجابة الأنسولين الطبيعية.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/rybelsus-7-mg-10-tablets-883042.jpg?v=1687731593
130.0	ريتمونورم 150 مجم 30 أقراص	ريتمونورم	150 مجم	30	أقراص	بروبافينون	منظم ضربات القلب - فئة IC	القلب والضغط	كاهيرا > أبوت لابوراتوريز	فموي صلب	يعيد ضربات القلب إلى إيقاعها الطبيعي المنتظم ويحافظ عليه.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/rytmonorm-150-mg-30-tablets-718784.jpg?v=1723908811
65.0	ساكنيل كريم 30 جم	ساكنيل		30 جم	كريم	ساليسيليس أسيد + تريكلوسان + ألانتوين	مضاد لحب الشباب	العناية بالبشرة	وييسير	موضعي	يعالج حب الشباب عن طريق فتح المسام المسدودة وتقليل الدهون وتهدئة البثور والرؤوس السوداء.	https://demov2.egypt.dawatech.com/web/image/product.template/13999/image_1920
29.0	ساليبيت مرهم 30 جم	ساليبيت		30 جم	مرهم	بيتاميثازون + ساليسيليس أسيد	كورتيزون مع مقشر	العناية بالبشرة	جامجوم فارماسيوتيكالز	موضعي	يجمع الكورتيزون مع مادة ملينة للجلد لعلاج الأمراض الجلدية المتقشرة والملتهبة.	https://demov2.egypt.dawatech.com/web/image/product.template/16484/image_1920
138.0	ساكسابتين 5 مجم 30 أقراص	ساكسابتين	5 مجم	30	أقراص	ساكساجليبتين	مثبط DPP-4	السكري	ماش بريميير > بيوميد فارماسيوتيكالز	فموي صلب	يخفض سكر الدم في السكري من النوع الثاني بمساعدة الجسم على إفراز أنسولين أكثر بعد الوجبات.	https://demov2.egypt.dawatech.com/web/image/product.template/7699/image_1920
15.0	سيكنيدازول 500 مجم 4 أقراص	سيكنيدازول	500 مجم	4	أقراص	سيكنيدازول	مضاد للطفيليات	مضادات الطفيليات	إييبيكو	فموي صلب	يعالج العدوى الناتجة عن الطفيليات.	https://demov2.egypt.dawatech.com/web/image/product.template/18533/image_1920
222.0	سييزورليس 500 مجم 30 أقراص	سييزورليس	500 مجم	30	أقراص	ليفيتيراسيتام	مضاد للصرع - بيروليدين	المخ والأعصاب	ماش بريميير	فموي صلب	يسيطر على نوبات الصرع.	https://demov2.egypt.dawatech.com/web/image/product.template/8430/image_1920
222.0	سييزورليس كسر 500 مجم 30 أقراص	سييزورليس كسر	500 مجم	30	أقراص	ليفيتيراسيتام	مضاد للصرع - بيروليدين	المخ والأعصاب	ماش بريميير	فموي صلب	يسيطر على نوبات الصرع.	https://demov2.egypt.dawatech.com/web/image/product.template/8430/image_1920
30.0	سيلجون 20 مجم 20 أقراص	سيلجون	20 مجم	20	أقراص	بيبازيثات	مضاد للسعال الجاف	البرد والسعال	إييبيكو	فموي صلب	يهدّئ السعال الجاف المزعج غير المصحوب ببلغم.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/selgon-20-mg-20-tablets-722319.jpg?v=1691501798
66.5	سيروكويل كسر 50 مجم 10 أقراص	سيروكويل كسر	50 مجم	10	أقراص	كيوتيابين	مضادات الذهان النفسية	الصحة النفسية	أسترا زينيكا	فموي صلب	يعالج الحالات النفسية مثل الفصام والاضطراب ثنائي القطب عن طريق موازنة كيمياء المخ. يُصرف بوصفة طبية.	https://demov2.egypt.dawatech.com/web/image/product.template/14418/image_1920
39.0	سيرفيفلوكس 750 مجم 10 أقراص	سيرفيفلوكس	750 مجم	10	أقراص	سيبروفلوكساسين	مضاد حيوي كينولون	المضادات الحيوية	نوفارتيس	فموي صلب	مضاد حيوي واسع المدى لعلاج التهابات المسالك البولية والصدر والأمعاء وغيرها.	https://demov2.egypt.dawatech.com/web/image/product.template/15257/image_1920
66.0	سيلدين 100 مجم 8 أقراص	سيلدين	100 مجم	8	أقراص	سيلدينافيل	منشط جنسي	صحة الرجل	إييبيكو	فموي صلب	يدعم الأداء الجنسي لدى الرجال ويعالج ضعف الانتصاب.	https://cdn.shopify.com/s/files/1/0935/9550/0847/files/Silden100mg8Tab.webp?v=1771840105
42.0	سيلدين 25 مجم 10 أقراص	سيلدين	25 مجم	10	أقراص	سيلدينافيل	منشط جنسي	صحة الرجل	إييبيكو	فموي صلب	يدعم الأداء الجنسي لدى الرجال ويعالج ضعف الانتصاب.	https://demov2.egypt.dawatech.com/web/image/product.template/17443/image_1920
22.0	سيلدين 50 مجم 4 أقراص	سيلدين	50 مجم	4	أقراص	سيلدينافيل	منشط جنسي	صحة الرجل	إييبيكو	فموي صلب	يدعم الأداء الجنسي لدى الرجال ويعالج ضعف الانتصاب.	https://cdn.shopify.com/s/files/1/0935/9550/0847/files/Silden-50-mg-4-Tab.webp?v=1754297263
38.0	سيلفيربورن 1% كريم 30 جم	سيلفيربورن	1%	30 جم	كريم	سيلفير سولفاديازين	مبيد للبكتيريا موضعي	العناية بالبشرة	موب	موضعي	يقتل البكتيريا على الجلد لعلاج أو منع العدوى في الجروح والخدوش.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/silvirburn-1-cream-30-gm-5723292.jpg?v=1758571110
40.0	سينادري شراب 120 مل	سينادري		120 مل	شراب	بيمبينيلا روت إيكست + جرينديليا هيرب إيكست + بريمولا روت تينكتور إيكست + ثيم + روس إيكست + هونيي	مضاد للسعال	البرد والسعال	سيجما > نوفيل فارما	فموي سائل	يخفف السعال ويهدّئ الحلق.	https://demov2.egypt.dawatech.com/web/image/product.template/16978/image_1920
29.0	سين أوب شراب 120 مل	سين أوب		120 مل	شراب	كلورفينيرامين + فينيليفرين	أدوية البرد	البرد والسعال	فاركو	فموي سائل	يخفف أعراض البرد والإنفلونزا المتعددة مثل الحرارة والألم والاحتقان وسيلان الأنف.	https://demov2.egypt.dawatech.com/web/image/product.template/18329/image_1920
122.0	سينيميت 25/250 مجم 20 أقراص	سينيميت	25/250 مجم	20	أقراص	كاربيدوبا + ليفودوبا	منشط دوباميني لباركنسون	المخ والأعصاب	أورجانون > جلوبال نابي فارماسيوتيكالز	فموي صلب	يعالج مرض باركنسون بالعمل مثل الدوبامين لتحسين الحركة وتقليل الرعشة.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/sinemet-25-mg-250-mg-20-tablets-144233.jpg?v=1687731640
192.0	سينجولاير 10 مجم 14 أقراص	سينجولاير	10 مجم	14	أقراص	مونتيلوكاست	مضاد الليكوترين للربو	الربو والتنفس	جلوبال نابي فارماسيوتيكالز > ميرك شارب دوهم	فموي صلب	يمنع نوبات الربو ويخفف أعراض حساسية المجاري التنفسية.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/singulair-10-mg-14-tablets-632080.jpg?v=1687731608
56.0	سينليرج 20 أقراص	سينليرج		20	أقراص	كلورفينيرامين + إيبوبروفين + سودوإيفيدرين	أدوية البرد	البرد والسعال	إيفا فارما	فموي صلب	يخفف أعراض البرد والإنفلونزا المتعددة مثل الحرارة والألم والاحتقان وسيلان الأنف.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/sinlerg-20-tablets-189060.jpg?v=1728800183
122.0	سوفيناسين 10 مجم 20 أقراص	سوفيناسين	10 مجم	20	أقراص	سوليفيناسين سوكسينات	مضاد لتقلص المثانة	المعدة والهضم	مارسيرل فارماسيوتيكال إندستريز (مبي)	فموي صلب	يرخي المثانة لتقليل الإلحاح البولي وكثرة التبول والتسريب.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/sofenacin-10-mg-20-tablets-833094.jpg?v=1707299527
153.0	سوليتراكت 10 مجم 30 أقراص	سوليتراكت	10 مجم	30	أقراص	سوليفيناسين سوكسينات	مضاد لتقلص المثانة	المعدة والهضم	إيفا فارما	فموي صلب	يرخي المثانة لتقليل الإلحاح البولي وكثرة التبول والتسريب.	https://demov2.egypt.dawatech.com/web/image/product.template/8933/image_1920
117.0	سوليتراكت 5 مجم 30 أقراص	سوليتراكت	5 مجم	30	أقراص	سوليفيناسين سوكسينات	مضاد لتقلص المثانة	المعدة والهضم	إيفا فارما	فموي صلب	يرخي المثانة لتقليل الإلحاح البولي وكثرة التبول والتسريب.	https://demov2.egypt.dawatech.com/web/image/product.template/10599/image_1920
129.0	سورال 20 مجم 30 كبسولات	سورال	20 مجم	30	كبسولات	تينوكسيكام	مضاد التهاب - أوكسيكام	المسكنات	جلوبال نابي فارماسيوتيكالز	فموي صلب	مسكن طويل المفعول مضاد للالتهاب لآلام المفاصل والخشونة.	https://demov2.egypt.dawatech.com/web/image/product.template/10513/image_1920
170.0	سباسميكس 30 مجم 50 أقراص	سباسميكس	30 مجم	50	أقراص	تروسبيوم كلوريد	علاج سلس البول الإلحاحي	المسالك البولية والكلى	فيرينج فارماسيوتيكالز > مولتيفارما	فموي صلب	يقلل الإلحاح المفاجئ وتسريب البول الناتج عن فرط نشاط المثانة.	https://demov2.egypt.dawatech.com/web/image/product.template/6416/image_1920
78.0	سباسموديجيستين 30 أقراص	سباسموديجيستين		30	أقراص	ديسيكلومين + باباين + سانزيم + سيميثيكون + سوديوم ديهيدروتشولات	إنزيمات هاضمة	المعدة والهضم	فاركو	فموي صلب	يمدّ الجسم بإنزيمات تساعد على هضم الطعام وتخفيف الامتلاء وعسر الهضم.	https://demov2.egypt.dawatech.com/web/image/product.template/11257/image_1920
80.0	سباسمومين 40 مجم 20 أقراص	سباسمومين	40 مجم	20	أقراص	أوتيلونيوم بروميد	مضاد للتقلصات	المعدة والهضم	مينا فارم > ميناريني	فموي صلب	يخفف تقلصات وتشنجات المعدة والأمعاء.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/spasmomen-40-mg-20-tablets-7508693.jpg?v=1758854323
22.0	سباسموريست 10 مجم 20 أقراص	سباسموريست	10 مجم	20	أقراص	ديسيكلومين	مضاد للتقلص - القولون العصبي	المعدة والهضم	ميسر	فموي صلب	يخفف تقلصات وتشنجات وآلام البطن في متلازمة القولون العصبي.	https://demov2.egypt.dawatech.com/web/image/product.template/18358/image_1920
32.0	سباسموريست 20 مجم 20 أقراص	سباسموريست	20 مجم	20	أقراص	ديسيكلومين	مضاد للتقلص - القولون العصبي	المعدة والهضم	ميسر	فموي صلب	يخفف تقلصات وتشنجات وآلام البطن في متلازمة القولون العصبي.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/spasmorest-20-mg-20-tablets-949690.jpg?v=1687731646
90.0	سبيكتون 100 مجم 20 أقراص	سبيكتون	100 مجم	20	أقراص	سبيرونولاكتون	مدر بول موفر للبوتاسيوم	القلب والضغط	كاهيرا	فموي صلب	مدر بول يتخلص من السوائل مع الحفاظ على البوتاسيوم في الجسم.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/spectone-100-mg-20-tablets-637844.jpg?v=1704034117
36.0	سبيكتون 25 مجم 20 أقراص	سبيكتون	25 مجم	20	أقراص	سبيرونولاكتون	مدر بول موفر للبوتاسيوم	القلب والضغط	كاهيرا	فموي صلب	مدر بول يتخلص من السوائل مع الحفاظ على البوتاسيوم في الجسم.	https://demov2.egypt.dawatech.com/web/image/product.template/15549/image_1920
252.0	ستاركوبريكس 5 مجم 30 أقراص	ستاركوبريكس	5 مجم	30	أقراص	تادالافيل	منشط جنسي	صحة الرجل	مولتيابيكس	فموي صلب	يدعم الأداء الجنسي لدى الرجال ويعالج ضعف الانتصاب.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/starkoprex-5-mg-30-tablets-764955.jpg?v=1720943481
52.0	ستاتيروس 20 مجم 10 أقراص	ستاتيروس	20 مجم	10	أقراص	روزوفاستاتين	ستاتين خافض للكوليسترول	الكوليسترول	أوكتوبير فارما > فارماجين	فموي صلب	يخفض الكوليسترول الضار لتقليل خطر الأزمات القلبية والسكتات الدماغية.	https://demov2.egypt.dawatech.com/web/image/product.template/14653/image_1920
51.0	ستيديفوتال 8 مجم 30 أقراص	ستيديفوتال	8 مجم	30	أقراص	بيتاهيستين	محسّن للدورة الدموية بالأذن الداخلية	المعدة والهضم	فوتور فارماسيوتيكال إندستريز (فبي)	فموي صلب	يحسّن تدفق الدم في الأذن الداخلية لتقليل الدوار والدوخة وطنين الأذن.	https://demov2.egypt.dawatech.com/web/image/product.template/17014/image_1920
33.0	ستيلاسيل 5 مجم 30 أقراص	ستيلاسيل	5 مجم	30	أقراص	تريفلوبيرازين	مضادات الذهان النفسية	الصحة النفسية	كاهيرا	فموي صلب	يعالج الحالات النفسية مثل الفصام والاضطراب ثنائي القطب عن طريق موازنة كيمياء المخ. يُصرف بوصفة طبية.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/stellasil-5-mg-30-tablets-133552.jpg?v=1687731648
56.0	ستيرونات 5 مجم 20 أقراص	ستيرونات	5 مجم	20	أقراص	نوريثيستيرون	بروجستيرون صناعي	صحة المرأة	هيفارم	فموي صلب	هرمون شبيه بالبروجسترون يُستخدم لاضطرابات الدورة الشهرية ومنع الحمل والدعم الهرموني.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/steronate-nor-5-mg-20-tablets-248092.jpg?v=1695660802
40.0	ستيموماكس 100 مجم 5 أقراص	ستيموماكس	100 مجم	5	أقراص	سيلدينافيل	منشط جنسي	صحة الرجل	سيديكو	فموي صلب	يدعم الأداء الجنسي لدى الرجال ويعالج ضعف الانتصاب.	https://demov2.egypt.dawatech.com/web/image/product.template/17683/image_1920
48.0	ستيمولان 400 مجم 30 كبسولات	ستيمولان	400 مجم	30	كبسولات	بيراسيتام	محسّن للدورة الدموية المخية	المخ والأعصاب	أماون	فموي صلب	يحسّن تدفق الدم إلى المخ لدعم الذاكرة والتركيز وتخفيف الدوخة.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/stimulan-400-mg-30-capsules-766909.jpg?v=1710537749
78.0	ستيمولان 800 مجم 30 أقراص	ستيمولان	800 مجم	30	أقراص	بيراسيتام	محسّن للدورة الدموية المخية	المخ والأعصاب	أماون	فموي صلب	يحسّن تدفق الدم إلى المخ لدعم الذاكرة والتركيز وتخفيف الدوخة.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/stimulan-800-mg-30-tablets-564992.jpg?v=1729201521
38.0	ستوبادول إيكسترا 20 أقراص	ستوبادول إيكسترا		20	أقراص	كافيين + باراسيتامول	مسكن خفيف	المسكنات	إيفا فارما	فموي صلب	يخفف الألم الخفيف مثل الصداع وآلام الجسم والأسنان.	https://demov2.egypt.dawatech.com/web/image/product.template/17001/image_1920
60.0	ستوبسباسم 20 أقراص	ستوبسباسم		20	أقراص	فلوروجلوسينول + تريميثيلفلوروجلوسينول	مضاد للتقلصات	المعدة والهضم	تشيميفارم	فموي صلب	يخفف تقلصات وتشنجات المعدة والأمعاء.	https://demov2.egypt.dawatech.com/web/image/product.template/13048/image_1920
46.0	ستريبتوكوين 20 أقراص	ستريبتوكوين		20	أقراص	دييودوهيدروكسيكوينولين + هوماتروبين ميثيلبروميد + فثاليل سولفاثيازول + ستريبتوميسين	مضاد للإسهال	المعدة والهضم	موب	فموي صلب	يوقف أو يقلل الإسهال ويساعد على استعادة حركة الأمعاء الطبيعية.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/streptoquin-20-tablets-312081.jpg?v=1691501953
123.0	سوجارلو 50 مجم 30 أقراص	سوجارلو	50 مجم	30	أقراص	فيلداجليبتين	مثبط DPP-4	السكري	أل إيسراا فارماسيوتيكال أوبتيما	فموي صلب	يخفض سكر الدم في السكري من النوع الثاني بمساعدة الجسم على إفراز أنسولين أكثر بعد الوجبات.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/sugarlo-50-mg-30-tablets-505391.jpg?v=1710451285
138.0	سوبراكس 200 مجم 8 كبسولات	سوبراكس	200 مجم	8	كبسولات	سيفيكسيم	سيفالوسبورين - جيل ثالث	المضادات الحيوية	كاهيرا > هيكما فارما	فموي صلب	مضاد حيوي واسع المدى لعلاج مجموعة كبيرة من العدوى البكتيرية، منها التهابات الصدر والمسالك البولية.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/suprax-200-mg-8-capsules-641454.jpg?v=1707299589
159.0	سوبراكس 400 مجم 5 كبسولات	سوبراكس	400 مجم	5	كبسولات	سيفيكسيم	سيفالوسبورين - جيل ثالث	المضادات الحيوية	كاهيرا > هيكما فارما	فموي صلب	مضاد حيوي واسع المدى لعلاج مجموعة كبيرة من العدوى البكتيرية، منها التهابات الصدر والمسالك البولية.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/suprax-400-mg-5-capsules-114688.jpg?v=1687731651
870.0	سينجاردي 12.5/1000 مجم 60 أقراص	سينجاردي	12.5/1000 مجم	60	أقراص	إمباجليفلوزين + ميتفورمين	مثبط SGLT2	السكري	بويهرينجير إينجيلهييم	فموي صلب	يخفض سكر الدم في السكري من النوع الثاني بالتخلص من السكر الزائد عبر البول، ويدعم صحة القلب والكلى.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/synjardy-125-mg-1000-mg-60-tablets-364149.jpg?v=1720943512
